inventory_number	source_group	textgrid_basename	source_textgrid_relative_path	source_textgrid_size_bytes	source_textgrid_sha256	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
13967	SSB0309	SSB03090175.TextGrid	13967/SSB03090175.TextGrid	5847	a629c97760b5b57220e2952f58d1317640ef48df8c69ef6c99a7f36060d398b6	BARE	14	13	1	一	金友华出生于安徽省无为县一个农民家庭	development	生于安徽省无为县	县	个	个农民家庭	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14040	SSB0309	SSB03090248.TextGrid	14040/SSB03090248.TextGrid	5654	ddec6960a45da1735b37679e9b3eceddcc26a84b6f5241410ee43d67cfb6d523	BARE	3	2	1	一	每一个人都分发了一份儿格兰诺拉麦片条儿	development	每	每	个	个人都分发了一份	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14123	SSB0309	SSB03090335.TextGrid	14123/SSB03090335.TextGrid	5332	d4365e7ba6a3f27a879ff687e3ddbe9b6388a353714ecf36c38f38b8265a9d65	BARE	12	10	1	一	然而市场却给予了其一个响亮的耳光	development	而市场却给予了其	其	个	个响亮的耳光	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14166	SSB0309	SSB03090380.TextGrid	14166/SSB03090380.TextGrid	7866	0208a6fbb74b5dcc473320d914512d70c4cf5ed63664f66e87826316c6162d34	BARE	15	13	1	一	心跳健身监监控装置可衡量一个人的运动量和速率	development	监监控装置可衡量	量	个	个人的运动量和速	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14202	SSB0309	SSB03090416.TextGrid	14202/SSB03090416.TextGrid	7179	a22eb919db2b082ba5eb3593f4573c99b4f2ff2fc8c77e588ee7b34c6868487d	BARE	2	1	1	一	一个专门针对病人建立的社交平台病人如我面试	development		START	个	个专门针对病人建	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14234	SSB0309	SSB03090449.TextGrid	14234/SSB03090449.TextGrid	5984	74a4a8a21d669f8c8a4b192aab075a1f66685c260946349add1cb9aed344b9d0	BARE	14	13	1	一	它为病人和研究人员搭建了一个交流平台	development	和研究人员搭建了	了	个	个交流平台	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14377	SSB0315	SSB03150137.TextGrid	14377/SSB03150137.TextGrid	3263	d6c4c8a67c10374a945f58346565795e7bd7b8cb5aca06512573398cae46483c	BARE	4	3	1	一	写着一个鲜红的拆字	confirmation	写着	着	个	个鲜红的拆字	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14399	SSB0315	SSB03150163.TextGrid	14399/SSB03150163.TextGrid	7631	9b1e6a3f294ba1516e46d8fa72815f7d907198992d648328f32dc9e4b1ab353a	BARE	14	12	1	一	需要注意的是饭前饭后一一个小时都不要进行跳绳训练	confirmation	意的是饭前饭后一	一	个	个小时都不要进行	AMBIGUOUS_OR_OUTSIDE_SCOPE	APPARENT_DUPLICATED_YI_TRANSCRIPT	R2_UNRESOLVED_ADJACENT_YI	visible_sequence=一一个; intended_wording_or_tokenization_not_recoverable_from_hanzi	no source prediction assigned	NO_PREDICTION	YI_T2	yi2	YI_T2	MATCH	NO_CONCLUSION_SCOPE	INELIGIBLE_SCOPE_UNRESOLVED	FALSE	FALSE
14432	SSB0315	SSB03150199.TextGrid	14432/SSB03150199.TextGrid	3735	fed92557cdb40d5cde5aa002e6ee89f17b502a9fdfe1df9349d28b46f4c92eae	BARE	9	7	1	一	苹果几乎在每一个环节	confirmation	苹果几乎在每	每	个	个环节	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi4	YI_T4	COUNTEREXAMPLE	COUNTEREXAMPLE	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14450	SSB0315	SSB03150218.TextGrid	14450/SSB03150218.TextGrid	6233	71db6e6595066d4f0e682174bff2c52ccec4c3fcbf4544ff4558073072460125	BARE	2	1	1	一	一个只懂得原地作战的拳手与人携沙袋无异	confirmation		START	个	个只懂得原地作战	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14516	SSB0315	SSB03150292.TextGrid	14516/SSB03150292.TextGrid	6590	0806794545df2a59082707dff1c1d7ce53ed1bc813d074df4668e334c6452706	BARE	10	9	1	一	事实上也难以确定一个行之四海皆准的有效方法	confirmation	事实上也难以确定	定	个	个行之四海皆准的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14656	SSB0315	SSB03150445.TextGrid	14656/SSB03150445.TextGrid	5040	e1629028688842d99837e60b2cbf1747b26ec11b285d6386fa065624ed52b132	BARE	8	7	1	一	是看到路面上一个又一个熟悉的身影	confirmation	是看到路面上	上	个	个又一个熟悉的身	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14656	SSB0315	SSB03150445.TextGrid	14656/SSB03150445.TextGrid	5040	e1629028688842d99837e60b2cbf1747b26ec11b285d6386fa065624ed52b132	BARE	11	10	2	一	是看到路面上一个又一个熟悉的身影	confirmation	看到路面上一个又	又	个	个熟悉的身影	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14676	SSB0315	SSB03150467.TextGrid	14676/SSB03150467.TextGrid	6048	b1165d252ec30b11f5dd10f0e5cc2cd5568ae30d8ca795df1fcc1c8403bf210a	BARE	13	12	1	一	就是通过将空气电离进入一个等离子状态	confirmation	过将空气电离进入	入	个	个等离子状态	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14716	SSB0316	SSB03160032.TextGrid	14716/SSB03160032.TextGrid	2869	9d791324369f27d5deddb532e025f3cfc1c8520b2243788cbbdda253fbe23563	BARE	6	5	1	一	这是很大一个原因	development	这是很大	大	个	个原因	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14721	SSB0316	SSB03160037.TextGrid	14721/SSB03160037.TextGrid	4596	4a5fc157373fbd45ac5eb97b49c5c6bc3053031c52c2ab0a718ebb62883f276e	BARE	11	10	1	一	新京报你经常提及的一个词就是	development	京报你经常提及的	的	个	个词就是	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14763	SSB0316	SSB03160082.TextGrid	14763/SSB03160082.TextGrid	4697	2c970d5d61c220f15ba08c1ad287d139fa183d6f4e94570e5801eb0aed3a7c5e	BARE	10	9	1	一	约翰看起来不更像一个大男人吗	development	约翰看起来不更像	像	个	个大男人吗	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14796	SSB0316	SSB03160116.TextGrid	14796/SSB03160116.TextGrid	4654	c5ff38f40554c2f728f112afcbe06d3eba9a134bd5a256ceba5c2a47ab00841d	BARE	5	4	1	一	但没有一个人能够识破他的身份	development	但没有	有	个	个人能够识破他的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14832	SSB0316	SSB03160154.TextGrid	14832/SSB03160154.TextGrid	5969	03cec1d0e026e3d6fbbe83b2fe5d5e0f745219a842754d3dd138c273afdc71c3	BARE	4	3	1	一	没有一个负责任的成年人教你不使用暴力地	development	没有	有	个	个负责任的成年人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14844	SSB0316	SSB03160168.TextGrid	14844/SSB03160168.TextGrid	3955	dff76331afff650e6925d5092cd07e16b9ef60418087f3b7453739cb81720936	BARE	10	9	1	一	现在请允许我再举一个例子	development	现在请允许我再举	举	个	个例子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14885	SSB0316	SSB03160213.TextGrid	14885/SSB03160213.TextGrid	7581	03d8fd09861d6ec556f0262a00fc056ab12bb35865a046012930d41c0bf6129a	BARE	16	15	1	一	我们认为开发商不敢轻易涨价的一个原因就是消化库存	development	商不敢轻易涨价的	的	个	个原因就是消化库	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14891	SSB0316	SSB03160219.TextGrid	14891/SSB03160219.TextGrid	2246	691c09da7c04cb059b57b1cae6b3f69e2967adbd7a51a5b02c6dea1597f4d8e0	ORDINAL	3	2	1	一	第一个是游戏	development	第	第	个	个是游戏	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
14921	SSB0316	SSB03160256.TextGrid	14921/SSB03160256.TextGrid	2882	8d6117c3808f72be8cc971f67487495e037803851b7f122f182d8fa13a72f5ea	BARE	5	4	1	一	我找到一个新朋友	development	我找到	到	个	个新朋友	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
14935	SSB0316	SSB03160272.TextGrid	14935/SSB03160272.TextGrid	4461	578932051638a1d3c4b1f84d2471ac32f23307b7f5903e0199aad5845b168960	BARE	8	7	1	一	我不知道你是一个注重心思的人	development	我不知道你是	是	个	个注重心思的人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15175	SSB0323	SSB03230015.TextGrid	15175/SSB03230015.TextGrid	4402	9a891d637b1160a1e48e5874f4dcf2f3c63d22d0593d5dfd593765a3f3bc03d2	BARE	6	5	1	一	今年九月一个深沉沉的日子	development	今年九月	月	个	个深沉沉的日子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15197	SSB0323	SSB03230038.TextGrid	15197/SSB03230038.TextGrid	3619	f4828cad305958a2c2b659a8d8a81df548f55cb5a8a1dce27303c6abe4841bb3	BARE	5	4	1	一	从嘉兴一个人赶了过来	development	从嘉兴	兴	个	个人赶了过来	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15402	SSB0323	SSB03230257.TextGrid	15402/SSB03230257.TextGrid	7150	5aaff39cbae30d549a729b7a7de710379b9fa1fa3f24dd914c6b0099cdfd494b	BARE	20	18	1	一	智能可穿戴设备是继智能手机之后的下一个爆发市场	development	智能手机之后的下	下	个	个爆发市场	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_XIA	R3_REMAINING_SIMPLEX_YI_GE	visible_string=下一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15559	SSB0323	SSB03230432.TextGrid	15559/SSB03230432.TextGrid	3962	eb5c126702364016ab748d627afb3870659b55f995fa988882147c65cf66d214	BARE	8	7	1	一	苹果手表有了一个好的开始	development	苹果手表有了	了	个	个好的开始	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15587	SSB0323	SSB03230462.TextGrid	15587/SSB03230462.TextGrid	6310	77828f6a07f13020dd832c5b221fd0da4a255ec73441f7bf8f0d72e3f6298f7a	BARE	6	5	1	一	这里还有一个更为深重的意义诸神之战诞生地	development	这里还有	有	个	个更为深重的意义	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15649	SSB0338	SSB03380045.TextGrid	15649/SSB03380045.TextGrid	5760	2c2c7190aa89e47d40c0b535b903acd99cadcc319d02457983817912765d341f	BARE	12	11	1	一	另一些新婚夫妇会举行一个简单的婚庆	development	些新婚夫妇会举行	行	个	个简单的婚庆	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15712	SSB0338	SSB03380111.TextGrid	15712/SSB03380111.TextGrid	4135	5ea8c40ff5f807071ca2b544e4212a39514b29bebdcc238e4107bc09f8cc5e24	BARE	2	1	1	一	一个人无缘无故又怎会爆炸呢	development		START	个	个人无缘无故又怎	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15727	SSB0338	SSB03380127.TextGrid	15727/SSB03380127.TextGrid	5218	ec0bf711a16633284bc0c52890de51eb2a262e4cc67de3046988c37808663808	BARE	4	3	1	一	寄上一个回邮信封索取免费资料包	development	寄上	上	个	个回邮信封索取免	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_SHANG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=上一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15770	SSB0338	SSB03380173.TextGrid	15770/SSB03380173.TextGrid	4720	8b978fc2361a7ff3744310d89af9d3877ddbb5c0c81c44706683a23a6319a94c	BARE	8	7	1	一	他要把我带去一个位置不明的地点	development	他要把我带去	去	个	个位置不明的地点	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15810	SSB0338	SSB03380216.TextGrid	15810/SSB03380216.TextGrid	2728	1a1843930953df71f1dfc88c5fb26fbb003ce26315a5cdf6bc9cf3e044b6324e	BARE	6	5	1	一	房间里有一个人	development	房间里有	有	个	个人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
15907	SSB0338	SSB03380316.TextGrid	15907/SSB03380316.TextGrid	5425	bcb7c4ccfaa13fd063e7d2eab4340f70b1dfa44953e24d6f9a53617b83e91e4d	BARE	13	12	1	一	卢卡斯如父亲的期望成为一个正常的人	development	如父亲的期望成为	为	个	个正常的人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
16239	SSB0339	SSB03390155.TextGrid	16239/SSB03390155.TextGrid	4086	2b53cf2ccb562d9942900de7888fe95a828281edf5113dc29679047fdc619693	BARE	10	9	1	一	从头到脚裹得那叫一个严实	development	从头到脚裹得那叫	叫	个	个严实	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
16311	SSB0339	SSB03390230.TextGrid	16311/SSB03390230.TextGrid	2352	fa9d7a67da5b7c9dd2b08a2209858dd57ff9554c03b034bad1e18a99988e52cf	BARE	3	2	1	一	我一个人进去	development	我	我	个	个人进去	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
16322	SSB0339	SSB03390242.TextGrid	16322/SSB03390242.TextGrid	2812	6040f3aa4c5db05e654990c01683c637d873406fbac5d4761884ecb3d07004dd	BARE	3	2	1	一	来一个邓紫棋的歌	development	来	来	个	个邓紫棋的歌	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
16361	SSB0339	SSB03390281.TextGrid	16361/SSB03390281.TextGrid	3585	89fe4793a366869128c5a1ebb806a1517cec3591ce8b4b6184106e8764f50199	BARE	2	1	1	一	一个英雄就应该能忍受	development		START	个	个英雄就应该能忍	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
16373	SSB0339	SSB03390295.TextGrid	16373/SSB03390295.TextGrid	3636	ea52670971c12278ce7f1483620e733562522cfc4f0ef7c1a3f3660d0bfefcc0	BARE	7	6	1	一	你们确实有一个共通点	development	你们确实有	有	个	个共通点	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
